Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (INR),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
600,51,Male,Boots,Footwear,1430,Kolkata,L,Teal,Spring,4.2,Yes,Standard,Yes,Yes,27,Debit Card,Every 3 Months
601,22,Male,Hat,Accessories,3465,Nashik,M,Charcoal,Spring,5,Yes,2-Day Shipping,Yes,Yes,25,GooglePay,Monthly
602,32,Male,Backpack,Accessories,2090,Ranchi,M,Maroon,Summer,4.7,Yes,Store Pickup,Yes,Yes,5,Cash,Fortnightly
603,37,Male,Shoes,Footwear,3190,Chandigarh,L,Lavender,Summer,4.2,Yes,Next Day Air,Yes,Yes,10,Cash,Every 3 Months
604,31,Male,Handbag,Accessories,2530,Kolkata,L,Green,Winter,3.4,Yes,2-Day Shipping,Yes,Yes,26,PhonPe,Every 3 Months
605,44,Male,Sunglasses,Accessories,5060,Ranchi,S,Pink,Fall,4.4,Yes,Store Pickup,Yes,Yes,11,Credit Card,Every 3 Months
606,40,Male,Hat,Accessories,1760,Vadodara,XL,Charcoal,Winter,4.2,Yes,Standard,Yes,Yes,17,Bank Transfer,Weekly
607,27,Male,Scarf,Accessories,4950,Dhanbad,M,Blue,Spring,4.5,Yes,Standard,Yes,Yes,44,PhonPe,Monthly
608,47,Male,Hoodie,Clothing,1265,Vijaywada,L,Purple,Fall,2.8,Yes,Next Day Air,Yes,Yes,44,Cash,Monthly
609,41,Male,Backpack,Accessories,1375,Chennai,S,Gold,Fall,3.3,Yes,Next Day Air,Yes,Yes,21,GooglePay,Every 3 Months
610,51,Male,Sweater,Clothing,2970,Mysuru,L,Purple,Fall,4.6,Yes,Next Day Air,Yes,Yes,49,Credit Card,Fortnightly
611,53,Male,Shorts,Clothing,3960,Surat,M,Charcoal,Summer,2.5,Yes,Free Shipping,Yes,Yes,27,Bank Transfer,Every 3 Months
612,43,Male,Scarf,Accessories,1815,Vadodara,M,Black,Winter,4.7,Yes,Store Pickup,Yes,Yes,19,Cash,Monthly
613,67,Male,Hat,Accessories,2365,Hyderabad,L,Lavender,Fall,4.6,Yes,Express,Yes,Yes,33,Credit Card,Quarterly
614,61,Male,Coat,Outerwear,2805,Kota,L,Lavender,Fall,2.6,Yes,Standard,Yes,Yes,46,Cash,Bi-Weekly
615,68,Male,Jewelry,Accessories,4675,Ujjain,M,Lavender,Winter,4,Yes,Standard,Yes,Yes,21,Credit Card,Bi-Weekly
616,67,Male,Sandals,Footwear,5500,Kolhapur,L,Olive,Summer,2.6,Yes,Next Day Air,Yes,Yes,23,GooglePay,Annually
617,29,Male,Gloves,Accessories,3960,Kota,L,Teal,Spring,4.6,Yes,Free Shipping,Yes,Yes,38,Credit Card,Every 3 Months
618,50,Male,Backpack,Accessories,3135,Dhanbad,M,Maroon,Fall,2.6,Yes,Standard,Yes,Yes,2,Bank Transfer,Quarterly
619,61,Male,Jacket,Outerwear,5170,Vijaywada,L,Cyan,Spring,4,Yes,Express,Yes,Yes,21,Debit Card,Bi-Weekly
620,19,Male,Backpack,Accessories,1870,Nainital,M,Charcoal,Summer,4.6,Yes,Store Pickup,Yes,Yes,1,Debit Card,Every 3 Months
621,33,Male,Backpack,Accessories,4895,Bangalore,M,Black,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,10,GooglePay,Every 3 Months
622,51,Male,Sunglasses,Accessories,1485,Varanasi,S,Red,Fall,4.4,Yes,Store Pickup,Yes,Yes,45,Credit Card,Weekly
623,69,Male,Socks,Clothing,3465,Bareily,S,Peach,Spring,4,Yes,Next Day Air,Yes,Yes,44,Bank Transfer,Fortnightly
624,19,Male,Shoes,Footwear,3850,Srinagar,M,White,Fall,4.7,Yes,Standard,Yes,Yes,48,PhonPe,Bi-Weekly
625,55,Male,Pants,Clothing,4785,Nashik,XL,Pink,Fall,3.4,Yes,Express,Yes,Yes,21,PhonPe,Annually
626,49,Male,Jewelry,Accessories,4345,Chennai,M,Red,Fall,4,Yes,Next Day Air,Yes,Yes,1,GooglePay,Weekly
627,31,Male,Sunglasses,Accessories,4345,Hyderabad,M,Indigo,Spring,3.9,Yes,Standard,Yes,Yes,10,GooglePay,Annually
628,42,Male,Sandals,Footwear,2420,Chandigarh,L,Black,Winter,4.1,Yes,Express,Yes,Yes,24,PhonPe,Monthly
629,69,Male,Sweater,Clothing,4675,Kolkata,M,White,Fall,,Yes,2-Day Shipping,Yes,Yes,29,Credit Card,Monthly
630,26,Male,Shoes,Footwear,4950,Pune,L,Beige,Spring,4.7,Yes,Standard,Yes,Yes,11,Debit Card,Annually
631,41,Male,Jewelry,Accessories,5170,Indore,S,Silver,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,33,Debit Card,Annually
632,55,Male,Boots,Footwear,3740,Patna,S,Violet,Summer,4.1,Yes,Store Pickup,Yes,Yes,27,Cash,Fortnightly
633,35,Male,Backpack,Accessories,2805,Nagpur,M,Red,Winter,3.9,Yes,Next Day Air,Yes,Yes,19,GooglePay,Fortnightly
634,66,Male,Sandals,Footwear,1815,Prayagraj,M,Orange,Spring,2.9,Yes,Express,Yes,Yes,50,Debit Card,Quarterly
635,36,Male,Sneakers,Footwear,3300,Mysuru,M,Teal,Summer,3.9,Yes,Standard,Yes,Yes,46,PhonPe,Weekly
636,27,Male,Hoodie,Clothing,3245,Nashik,M,Brown,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,28,Cash,Quarterly
637,41,Male,Handbag,Accessories,1650,Gaya,M,Indigo,Summer,2.8,Yes,Store Pickup,Yes,Yes,14,Bank Transfer,Every 3 Months
638,21,Male,Sweater,Clothing,1100,Kochi,M,Cyan,Winter,3.4,Yes,2-Day Shipping,Yes,Yes,46,Cash,Fortnightly
639,53,Male,Sandals,Footwear,1100,Kolhapur,S,Blue,Summer,2.7,Yes,Express,Yes,Yes,41,PhonPe,Monthly
640,54,Male,Dress,Clothing,1320,Indore,L,Olive,Spring,4,Yes,2-Day Shipping,Yes,Yes,50,Credit Card,Annually
641,53,Male,Skirt,Clothing,4840,Prayagraj,M,Gray,Summer,4.4,Yes,Store Pickup,Yes,Yes,28,Debit Card,Fortnightly
642,47,Male,Blouse,Clothing,4290,Rameswaram,M,Red,Winter,3.9,Yes,2-Day Shipping,Yes,Yes,23,Credit Card,Every 3 Months
643,64,Male,Skirt,Clothing,1375,Gurgaon,L,Red,Spring,2.8,Yes,2-Day Shipping,Yes,Yes,14,Debit Card,Bi-Weekly
644,18,Male,Sweater,Clothing,3135,Chandigarh,XL,Green,Winter,3.2,Yes,Next Day Air,Yes,Yes,10,Bank Transfer,Every 3 Months
645,68,Male,Backpack,Accessories,5115,Lucknow,S,Blue,Summer,4.3,Yes,Next Day Air,Yes,Yes,37,Cash,Weekly
646,62,Male,Hoodie,Clothing,2310,Surat,S,Purple,Summer,4.2,Yes,Express,Yes,Yes,15,GooglePay,Bi-Weekly
647,51,Male,Boots,Footwear,2970,Vijaywada,XL,Pink,Spring,4.9,Yes,Standard,Yes,Yes,19,GooglePay,Bi-Weekly
648,54,Male,Blouse,Clothing,3850,Indore,XL,Charcoal,Summer,3.7,Yes,Express,Yes,Yes,23,Credit Card,Fortnightly
649,22,Male,Hoodie,Clothing,1705,Michigan,M,Brown,Winter,4.1,Yes,Store Pickup,Yes,Yes,35,Credit Card,Weekly
650,53,Male,Pants,Clothing,5115,Chennai,L,Orange,Spring,4.2,Yes,Store Pickup,Yes,Yes,33,PhonPe,Every 3 Months
651,34,Male,Gloves,Accessories,2200,Ghaziabad,M,Magenta,Spring,3.9,Yes,Next Day Air,Yes,Yes,12,Bank Transfer,Annually
652,32,Male,Hat,Accessories,1760,Gurgaon,L,Yellow,Summer,2.9,Yes,Next Day Air,Yes,Yes,41,GooglePay,Fortnightly
653,64,Male,Sunglasses,Accessories,1485,Prayagraj,M,Beige,Winter,3.1,Yes,Free Shipping,Yes,Yes,27,GooglePay,Weekly
654,20,Male,Scarf,Accessories,3740,Bhubaneswar,M,Olive,Winter,3.6,Yes,2-Day Shipping,Yes,Yes,45,Cash,Fortnightly
655,24,Male,Handbag,Accessories,3245,Vadodara,L,Gray,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,23,GooglePay,Annually
656,20,Male,Handbag,Accessories,1980,Indore,S,Purple,Fall,3.1,Yes,Free Shipping,Yes,Yes,19,GooglePay,Monthly
657,42,Male,Jeans,Clothing,1265,Kota,M,Beige,Summer,3.9,Yes,Standard,Yes,Yes,6,PhonPe,Quarterly
658,48,Male,Jacket,Outerwear,4400,Coimbatore,M,White,Winter,4.3,Yes,Free Shipping,Yes,Yes,6,PhonPe,Quarterly
659,62,Male,Backpack,Accessories,2035,Lucknow,S,White,Fall,4.9,Yes,Store Pickup,Yes,Yes,20,GooglePay,Weekly
660,62,Male,Shorts,Clothing,2860,Shimla,S,Gold,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,8,Cash,Weekly
661,50,Male,Coat,Outerwear,4345,Ahmedabad,M,Olive,Fall,5,Yes,2-Day Shipping,Yes,Yes,39,Credit Card,Quarterly
662,57,Male,Shirt,Clothing,3740,Sultanpur,XL,Green,Fall,4.1,Yes,Store Pickup,Yes,Yes,39,Credit Card,Quarterly
663,24,Male,Gloves,Accessories,5390,Visakhapatnam,L,Magenta,Fall,2.8,Yes,Express,Yes,Yes,39,GooglePay,Bi-Weekly
664,59,Male,Dress,Clothing,4565,Rameswaram,M,Charcoal,Fall,4.7,Yes,Express,Yes,Yes,23,Credit Card,Monthly
665,63,Male,Pants,Clothing,4565,Dhanbad,M,Indigo,Winter,4.4,Yes,Express,Yes,Yes,41,PhonPe,Bi-Weekly
666,41,Male,Pants,Clothing,3025,Nanded,M,Peach,Spring,4.9,Yes,2-Day Shipping,Yes,Yes,50,Credit Card,Annually
667,35,Male,Hoodie,Clothing,1430,Dhanbad,L,Turquoise,Winter,3.1,Yes,Free Shipping,Yes,Yes,30,Debit Card,Quarterly
668,34,Male,Sunglasses,Accessories,4180,Coimbatore,S,Blue,Winter,2.6,Yes,Standard,Yes,Yes,32,Bank Transfer,Quarterly
669,49,Male,T-shirt,Clothing,4675,Raipur,S,Turquoise,Fall,2.9,Yes,Express,Yes,Yes,35,Bank Transfer,Monthly
670,43,Male,Jacket,Outerwear,4895,Visakhapatnam,M,Gray,Spring,3.3,Yes,Free Shipping,Yes,Yes,45,GooglePay,Bi-Weekly
671,63,Male,Sweater,Clothing,2255,Lucknow,XL,Purple,Spring,4.8,Yes,Next Day Air,Yes,Yes,37,Cash,Bi-Weekly
672,38,Male,Jacket,Outerwear,1650,Sultanpur,L,Black,Winter,4.7,Yes,Express,Yes,Yes,45,Cash,Weekly
673,59,Male,Socks,Clothing,2915,Patna,M,Peach,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,29,Cash,Quarterly
674,35,Male,Shirt,Clothing,3630,Surat,M,Indigo,Spring,4.2,Yes,Free Shipping,Yes,Yes,27,GooglePay,Bi-Weekly
675,48,Male,Jewelry,Accessories,1815,Patna,XL,Beige,Winter,4.7,Yes,Store Pickup,Yes,Yes,36,Bank Transfer,Annually
676,64,Male,Sunglasses,Accessories,4730,Gurgaon,M,Yellow,Spring,2.6,Yes,2-Day Shipping,Yes,Yes,9,Cash,Annually
677,28,Male,Pants,Clothing,3300,Gwalior,M,Peach,Winter,2.9,Yes,2-Day Shipping,Yes,Yes,38,GooglePay,Bi-Weekly
678,60,Male,Socks,Clothing,3410,Patna,S,Turquoise,Summer,2.7,Yes,Express,Yes,Yes,41,PhonPe,Annually
679,27,Male,Blouse,Clothing,4070,Mumbai,M,Teal,Fall,3.3,Yes,Store Pickup,Yes,Yes,25,Debit Card,Every 3 Months
680,56,Male,Sandals,Footwear,5225,Michigan,M,Turquoise,Fall,3.4,Yes,Express,Yes,Yes,37,GooglePay,Fortnightly
681,58,Male,Sneakers,Footwear,1375,Kochi,M,Magenta,Spring,4.2,Yes,Express,Yes,Yes,3,PhonPe,Annually
682,30,Male,Shirt,Clothing,3245,Lucknow,XL,Purple,Winter,3.8,Yes,2-Day Shipping,Yes,Yes,24,Credit Card,Every 3 Months
683,23,Male,Jacket,Outerwear,1595,Mussoorie,M,Brown,Summer,4,Yes,Standard,Yes,Yes,49,Credit Card,Bi-Weekly
684,33,Male,Sandals,Footwear,1980,Michigan,S,Violet,Winter,2.7,Yes,Free Shipping,Yes,Yes,3,Bank Transfer,Monthly
685,63,Male,Hat,Accessories,4510,Nellore,M,Yellow,Summer,4.7,Yes,Express,Yes,Yes,42,Debit Card,Monthly
686,70,Male,Blouse,Clothing,3905,Kolkata,XL,Magenta,Winter,3.5,Yes,Standard,Yes,Yes,32,Cash,Fortnightly
687,70,Male,Sweater,Clothing,1925,Vijaywada,L,Beige,Fall,3,Yes,2-Day Shipping,Yes,Yes,33,GooglePay,Fortnightly
688,19,Male,Gloves,Accessories,2090,Ranchi,XL,Turquoise,Winter,3.3,Yes,Free Shipping,Yes,Yes,46,Bank Transfer,Quarterly
689,25,Male,Scarf,Accessories,3245,Michigan,S,Peach,Summer,4.7,Yes,Store Pickup,Yes,Yes,44,GooglePay,Monthly
690,19,Male,Hoodie,Clothing,5005,Kota,M,Orange,Summer,4.7,Yes,Express,Yes,Yes,35,Credit Card,Every 3 Months
691,25,Male,Shorts,Clothing,3740,Rameswaram,XL,Red,Spring,4.8,Yes,Standard,Yes,Yes,45,Bank Transfer,Weekly
692,60,Male,Backpack,Accessories,1155,Kolkata,L,Silver,Summer,2.9,Yes,Standard,Yes,Yes,37,PhonPe,Bi-Weekly
693,35,Male,Sunglasses,Accessories,5225,Bhubaneswar,M,Cyan,Spring,4,Yes,2-Day Shipping,Yes,Yes,40,Debit Card,Every 3 Months
694,46,Male,Shorts,Clothing,2860,Pune,L,Turquoise,Spring,3.1,Yes,Free Shipping,Yes,Yes,30,Cash,Every 3 Months
695,41,Male,Dress,Clothing,1155,Delhi,S,Charcoal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,38,GooglePay,Every 3 Months
696,30,Male,Shorts,Clothing,3685,Srinagar,XL,Peach,Summer,3.7,Yes,Next Day Air,Yes,Yes,15,Debit Card,Every 3 Months
697,44,Male,Belt,Accessories,2310,Jalandhar,L,Green,Fall,2.8,Yes,Standard,Yes,Yes,49,Cash,Monthly
698,61,Male,Scarf,Accessories,3465,Bhubaneswar,XL,Brown,Summer,4.6,Yes,Free Shipping,Yes,Yes,40,Debit Card,Quarterly
699,55,Male,Boots,Footwear,2255,Sultanpur,M,Yellow,Winter,3.8,Yes,Standard,Yes,Yes,40,Debit Card,Weekly
700,50,Male,Handbag,Accessories,2530,Gwalior,M,Charcoal,Fall,2.6,Yes,2-Day Shipping,Yes,Yes,5,PhonPe,Weekly
701,57,Male,Pants,Clothing,4345,Gaya,L,Olive,Winter,4.1,Yes,Standard,Yes,Yes,5,PhonPe,Monthly
702,51,Male,Boots,Footwear,4950,Ujjain,L,Red,Fall,3.3,Yes,Next Day Air,Yes,Yes,5,Debit Card,Every 3 Months
703,18,Male,Shirt,Clothing,3905,Ahmedabad,M,White,Winter,3.4,Yes,Store Pickup,Yes,Yes,1,Cash,Weekly
704,63,Male,Dress,Clothing,4785,Gwalior,L,Pink,Summer,3,Yes,Standard,Yes,Yes,21,GooglePay,Weekly
705,34,Male,Hoodie,Clothing,3630,Ujjain,S,Black,Spring,3.2,Yes,Express,Yes,Yes,18,PhonPe,Annually
706,25,Male,Pants,Clothing,4950,Gurgaon,XL,Indigo,Summer,4.5,Yes,Free Shipping,Yes,Yes,49,Cash,Quarterly
707,46,Male,Jeans,Clothing,2585,Sultanpur,L,Turquoise,Summer,4.8,Yes,Express,Yes,Yes,27,Debit Card,Weekly
708,59,Male,Shirt,Clothing,2090,Lucknow,L,Purple,Spring,3.7,Yes,Next Day Air,Yes,Yes,21,GooglePay,Annually
709,37,Male,Backpack,Accessories,2750,Delhi,L,Beige,Summer,3.4,Yes,Store Pickup,Yes,Yes,19,Cash,Fortnightly
710,49,Male,Jacket,Outerwear,4345,Kolkata,L,Charcoal,Summer,4.6,Yes,Standard,Yes,Yes,23,Debit Card,Monthly
711,22,Male,Scarf,Accessories,5005,Shimla,L,Turquoise,Spring,4.1,Yes,Standard,Yes,Yes,26,PhonPe,Fortnightly
712,64,Male,Boots,Footwear,3300,Hyderabad,M,Maroon,Spring,3.5,Yes,2-Day Shipping,Yes,Yes,13,Bank Transfer,Bi-Weekly
713,42,Male,Blouse,Clothing,4455,Hyderabad,XL,Black,Summer,3.8,Yes,Next Day Air,Yes,Yes,36,Bank Transfer,Quarterly
714,37,Male,Hoodie,Clothing,4950,Chandigarh,M,Lavender,Summer,2.6,Yes,Express,Yes,Yes,39,Bank Transfer,Bi-Weekly
715,26,Male,Jacket,Outerwear,3850,Ayodhya,M,Magenta,Fall,4.4,Yes,Store Pickup,Yes,Yes,40,Debit Card,Fortnightly
716,33,Male,Jeans,Clothing,3465,Chennai,L,Green,Spring,2.6,Yes,Express,Yes,Yes,37,Debit Card,Quarterly
717,30,Male,Jewelry,Accessories,1595,Mussoorie,M,Olive,Spring,3.6,Yes,Express,Yes,Yes,9,GooglePay,Bi-Weekly
718,21,Male,Socks,Clothing,4950,Rameswaram,L,Green,Spring,4.2,Yes,Express,Yes,Yes,7,GooglePay,Every 3 Months
719,22,Male,Shirt,Clothing,1210,Ghaziabad,M,Peach,Summer,4.6,Yes,Standard,Yes,Yes,25,Bank Transfer,Annually
720,63,Male,Shorts,Clothing,1210,Indore,L,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,42,GooglePay,Bi-Weekly
721,33,Male,Jewelry,Accessories,3410,Nanded,L,Orange,Fall,3.4,Yes,Free Shipping,Yes,Yes,19,Debit Card,Weekly
722,43,Male,Blouse,Clothing,3135,Vadodara,L,Silver,Summer,4.4,Yes,Next Day Air,Yes,Yes,41,Debit Card,Every 3 Months
723,27,Male,Sweater,Clothing,1760,Nagpur,S,Blue,Summer,4.3,Yes,Store Pickup,Yes,Yes,50,Cash,Bi-Weekly
724,35,Male,Jewelry,Accessories,2915,Mussoorie,L,Cyan,Fall,3.5,Yes,Express,Yes,Yes,43,PhonPe,Monthly
725,37,Male,T-shirt,Clothing,4345,Hyderabad,XL,Green,Fall,4.7,Yes,Store Pickup,Yes,Yes,36,GooglePay,Every 3 Months
726,61,Male,Hat,Accessories,3355,Amritsar,L,Silver,Winter,3.1,Yes,Standard,Yes,Yes,33,Debit Card,Fortnightly
727,32,Male,Shorts,Clothing,4290,Bhubaneswar,L,Yellow,Summer,3.6,Yes,Next Day Air,Yes,Yes,20,Bank Transfer,Every 3 Months
728,62,Male,Sweater,Clothing,5335,Gurgaon,S,Gray,Winter,4.8,Yes,Next Day Air,Yes,Yes,37,GooglePay,Every 3 Months
729,29,Male,Jeans,Clothing,4290,Nainital,M,Pink,Winter,3.7,Yes,Next Day Air,Yes,Yes,12,PhonPe,Every 3 Months
730,41,Male,Sunglasses,Accessories,3080,Prayagraj,L,Beige,Summer,3.2,Yes,Express,Yes,Yes,46,PhonPe,Every 3 Months
731,48,Male,Boots,Footwear,1375,Kolkata,M,Indigo,Summer,3.9,Yes,Standard,Yes,Yes,28,GooglePay,Fortnightly
732,43,Male,Coat,Outerwear,1540,Gurgaon,M,Red,Spring,3.5,Yes,Free Shipping,Yes,Yes,30,PhonPe,Fortnightly
733,34,Male,Shirt,Clothing,3135,Hyderabad,L,Blue,Spring,2.8,Yes,Express,Yes,Yes,28,Cash,Bi-Weekly
734,45,Male,Dress,Clothing,1980,Bangalore,L,Cyan,Fall,2.7,Yes,2-Day Shipping,Yes,Yes,20,Debit Card,Bi-Weekly
735,65,Male,Shirt,Clothing,3795,Mangaluru,S,Violet,Winter,3.1,Yes,Express,Yes,Yes,39,Bank Transfer,Every 3 Months
736,61,Male,Sunglasses,Accessories,2640,Ahmedabad,M,Orange,Fall,3.6,Yes,2-Day Shipping,Yes,Yes,48,Cash,Bi-Weekly
737,18,Male,Dress,Clothing,3190,Dhanbad,L,Maroon,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,32,Credit Card,Every 3 Months
738,47,Male,Sunglasses,Accessories,1320,Nainital,M,Teal,Spring,3.6,Yes,Store Pickup,Yes,Yes,28,PhonPe,Annually
739,56,Male,Sunglasses,Accessories,1705,Prayagraj,L,Orange,Winter,3.5,Yes,2-Day Shipping,Yes,Yes,27,GooglePay,Quarterly
740,64,Male,Shorts,Clothing,1595,Prayagraj,S,Purple,Summer,3.5,Yes,Free Shipping,Yes,Yes,26,GooglePay,Bi-Weekly
741,26,Male,Jeans,Clothing,3795,Ayodhya,M,Orange,Summer,2.8,Yes,Next Day Air,Yes,Yes,22,Credit Card,Fortnightly
742,22,Male,T-shirt,Clothing,4345,Ranchi,XL,Yellow,Summer,4.7,Yes,Free Shipping,Yes,Yes,23,Bank Transfer,Every 3 Months
743,64,Male,Pants,Clothing,2145,Srinagar,M,Charcoal,Summer,3.1,Yes,Express,Yes,Yes,21,Debit Card,Quarterly
744,21,Male,Sunglasses,Accessories,4620,Udaipur,L,Gray,Fall,4.9,Yes,Free Shipping,Yes,Yes,36,Cash,Weekly
745,67,Male,Boots,Footwear,3630,Visakhapatnam,S,Charcoal,Spring,4.1,Yes,Next Day Air,Yes,Yes,42,Debit Card,Bi-Weekly
746,46,Male,T-shirt,Clothing,5060,Michigan,L,Orange,Fall,4.7,Yes,Standard,Yes,Yes,4,GooglePay,Monthly
747,40,Male,Sandals,Footwear,2475,Michigan,M,Red,Winter,2.5,Yes,Free Shipping,Yes,Yes,47,Credit Card,Annually
748,51,Male,Shorts,Clothing,4070,Surat,L,Gold,Spring,4.4,Yes,Next Day Air,Yes,Yes,13,Bank Transfer,Weekly
749,35,Male,Hat,Accessories,2145,Ayodhya,L,Brown,Fall,3.9,Yes,Free Shipping,Yes,Yes,8,Bank Transfer,Quarterly
750,56,Male,Scarf,Accessories,3905,Surat,M,Olive,Winter,3.7,Yes,Standard,Yes,Yes,11,Debit Card,Quarterly
751,25,Male,T-shirt,Clothing,5225,Kolhapur,L,Violet,Fall,3.4,Yes,Free Shipping,Yes,Yes,5,GooglePay,Annually
752,65,Male,Gloves,Accessories,3960,Mysuru,L,Indigo,Fall,4.8,Yes,Free Shipping,Yes,Yes,1,Credit Card,Monthly
753,39,Male,Scarf,Accessories,4675,Mysuru,L,Yellow,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,17,PhonPe,Every 3 Months
754,47,Male,Boots,Footwear,2970,Kolkata,M,Teal,Fall,3.4,Yes,Store Pickup,Yes,Yes,27,GooglePay,Quarterly
755,36,Male,Gloves,Accessories,2255,Udaipur,L,Pink,Spring,2.9,Yes,Store Pickup,Yes,Yes,3,Debit Card,Quarterly
756,66,Male,Coat,Outerwear,1320,Ghaziabad,M,Violet,Spring,3.3,Yes,Free Shipping,Yes,Yes,22,PhonPe,Weekly
757,62,Male,Belt,Accessories,5445,Ahmedabad,S,Orange,Summer,4.8,Yes,Standard,Yes,Yes,24,Cash,Fortnightly
758,41,Male,Hoodie,Clothing,1760,Prayagraj,M,Red,Fall,3.8,Yes,Store Pickup,Yes,Yes,18,Debit Card,Quarterly
759,66,Male,Shoes,Footwear,3905,Kolkata,L,Peach,Summer,4.6,Yes,2-Day Shipping,Yes,Yes,39,Bank Transfer,Every 3 Months
760,51,Male,Dress,Clothing,2695,Bangalore,XL,Green,Winter,2.6,Yes,Next Day Air,Yes,Yes,25,Credit Card,Fortnightly
761,33,Male,Gloves,Accessories,2750,Prayagraj,XL,Violet,Fall,3.4,Yes,Free Shipping,Yes,Yes,6,Cash,Annually
762,57,Male,Jewelry,Accessories,5005,Srinagar,L,Yellow,Fall,4.2,Yes,Express,Yes,Yes,26,Bank Transfer,Weekly
763,45,Male,Belt,Accessories,2530,Nanded,M,Pink,Fall,3.9,Yes,Standard,Yes,Yes,43,Debit Card,Fortnightly
764,61,Male,Sweater,Clothing,2750,Udaipur,M,Brown,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,6,Credit Card,Monthly
765,55,Male,Skirt,Clothing,2145,Shimla,XL,Silver,Fall,4.2,Yes,Free Shipping,Yes,Yes,6,Debit Card,Quarterly
766,54,Male,Sneakers,Footwear,5445,Rameswaram,M,Pink,Summer,3,Yes,Store Pickup,Yes,Yes,13,Cash,Quarterly
767,57,Male,Gloves,Accessories,2640,Srinagar,M,Cyan,Winter,3.6,Yes,Next Day Air,Yes,Yes,13,PhonPe,Monthly
768,27,Male,Coat,Outerwear,4235,Kota,M,Brown,Fall,2.5,Yes,Next Day Air,Yes,Yes,11,Cash,Annually
769,64,Male,Backpack,Accessories,5225,Visakhapatnam,XL,Red,Spring,2.6,Yes,Express,Yes,Yes,45,GooglePay,Weekly
770,52,Male,Socks,Clothing,5500,Chennai,M,Silver,Spring,4.3,Yes,Store Pickup,Yes,Yes,8,PhonPe,Monthly
771,19,Male,Sneakers,Footwear,2970,Pune,M,Gray,Spring,3.3,Yes,Express,Yes,Yes,8,Credit Card,Annually
772,22,Male,Sweater,Clothing,3740,Raipur,L,Cyan,Fall,2.6,Yes,Next Day Air,Yes,Yes,34,Bank Transfer,Fortnightly
773,18,Male,Jeans,Clothing,1210,Visakhapatnam,L,Teal,Fall,3.6,Yes,Free Shipping,Yes,Yes,40,Debit Card,Bi-Weekly
774,29,Male,Hat,Accessories,4620,Vadodara,L,Indigo,Winter,2.6,Yes,Express,Yes,Yes,14,Debit Card,Bi-Weekly
775,42,Male,Hat,Accessories,2530,Srinagar,M,Yellow,Summer,3.5,Yes,Standard,Yes,Yes,11,Credit Card,Quarterly
776,49,Male,Handbag,Accessories,2915,Delhi,S,Gold,Winter,3,Yes,Store Pickup,Yes,Yes,8,PhonPe,Monthly
777,49,Male,Shirt,Clothing,3300,Nellore,M,Maroon,Spring,5,Yes,Standard,Yes,Yes,8,GooglePay,Every 3 Months
778,55,Male,Socks,Clothing,1760,Nagpur,XL,Silver,Spring,2.5,Yes,Express,Yes,Yes,37,GooglePay,Weekly
779,29,Male,Socks,Clothing,2750,Kolkata,M,Yellow,Summer,2.9,Yes,Store Pickup,Yes,Yes,23,Debit Card,Annually
780,60,Male,Dress,Clothing,5170,Jalandhar,M,Blue,Spring,4.6,Yes,Express,Yes,Yes,38,Cash,Annually
781,34,Male,Shoes,Footwear,1430,Chandrapur,M,Turquoise,Spring,3.6,Yes,Free Shipping,Yes,Yes,38,Cash,Quarterly
782,30,Male,Scarf,Accessories,2420,Pune,L,Indigo,Winter,3,Yes,Store Pickup,Yes,Yes,12,Credit Card,Fortnightly
783,28,Male,Hoodie,Clothing,3135,Raipur,M,Green,Summer,4.5,Yes,Standard,Yes,Yes,15,Cash,Weekly
784,63,Male,T-shirt,Clothing,3575,Lucknow,L,Purple,Winter,4.5,Yes,Next Day Air,Yes,Yes,38,PhonPe,Fortnightly
785,31,Male,Jeans,Clothing,3960,Nellore,M,Peach,Winter,3.2,Yes,Store Pickup,Yes,Yes,41,Bank Transfer,Every 3 Months
786,46,Male,Shorts,Clothing,3410,Lucknow,S,Purple,Spring,4,Yes,Next Day Air,Yes,Yes,37,PhonPe,Fortnightly
787,70,Male,Hat,Accessories,1155,Vijaywada,S,Teal,Winter,4.8,Yes,Express,Yes,Yes,16,Bank Transfer,Every 3 Months
788,53,Male,Handbag,Accessories,4675,Michigan,S,Green,Spring,3.7,Yes,Free Shipping,Yes,Yes,25,GooglePay,Weekly
789,50,Male,Pants,Clothing,2805,Bangalore,XL,Yellow,Summer,3.8,Yes,Store Pickup,Yes,Yes,18,Bank Transfer,Quarterly
